Epoch	Loss_train	MAE_train_Kcat	RMSE_train_Kcat	R2_train_Kcat	PCC_train_Kcat	MAE_train_Km	RMSE_train_Km	R2_train_Km	PCC_train_Km	Loss_val	MAE_val_Kcat	RMSE_val_Kcat	R2_val_Kcat	PCC_val_Kcat	MAE_val_Km	RMSE_val_Km	R2_val_Km	PCC_val_Km	MAE_test_Kcat	RMSE_test_Kcat	R2_test_Kcat	PCC_test_Kcat	MAE_test_Km	RMSE_test_Km	R2_test_Km	PCC_test_Km
95.0000	0.5092	0.3700	0.5299	0.8723	0.9340	0.3449	0.4777	0.8605	0.9276	1.3006	0.5725	0.8235	0.6766	0.8236	0.5695	0.7900	0.6285	0.7938	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
96.0000	0.5072	0.3658	0.5289	0.8728	0.9343	0.3449	0.4769	0.8609	0.9279	1.2844	0.5633	0.8085	0.6884	0.8316	0.5720	0.7956	0.6233	0.7913	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
97.0000	0.5081	0.3694	0.5299	0.8723	0.9340	0.3426	0.4765	0.8612	0.9280	1.2806	0.5635	0.8124	0.6853	0.8311	0.5727	0.7893	0.6292	0.7934	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
98.0000	0.5029	0.3654	0.5305	0.8720	0.9338	0.3381	0.4702	0.8649	0.9300	1.2550	0.5660	0.8030	0.6926	0.8327	0.5611	0.7824	0.6356	0.7987	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
99.0000	0.4926	0.3627	0.5221	0.8761	0.9360	0.3375	0.4687	0.8657	0.9304	1.2816	0.5665	0.8141	0.6840	0.8320	0.5689	0.7881	0.6303	0.7948	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
100.0000	0.4959	0.3638	0.5250	0.8747	0.9352	0.3382	0.4693	0.8653	0.9302	1.2909	0.5707	0.8157	0.6828	0.8301	0.5752	0.7923	0.6264	0.7934	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
101.0000	0.4904	0.3619	0.5194	0.8773	0.9367	0.3383	0.4697	0.8651	0.9301	1.2653	0.5575	0.8034	0.6923	0.8345	0.5653	0.7887	0.6298	0.7950	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
102.0000	0.4950	0.3630	0.5218	0.8762	0.9360	0.3391	0.4714	0.8641	0.9296	1.2985	0.5689	0.8231	0.6770	0.8289	0.5726	0.7896	0.6289	0.7941	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
103.0000	0.4880	0.3602	0.5176	0.8782	0.9371	0.3383	0.4693	0.8654	0.9302	1.2796	0.5652	0.8194	0.6799	0.8300	0.5637	0.7815	0.6365	0.7992	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
104.0000	0.4853	0.3611	0.5183	0.8778	0.9369	0.3334	0.4656	0.8674	0.9314	1.2555	0.5522	0.7980	0.6964	0.8371	0.5654	0.7875	0.6309	0.7949	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
105.0000	0.4789	0.3585	0.5134	0.8802	0.9382	0.3336	0.4642	0.8683	0.9318	1.2693	0.5658	0.8125	0.6852	0.8301	0.5679	0.7816	0.6364	0.7979	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
106.0000	0.4812	0.3596	0.5177	0.8781	0.9371	0.3317	0.4616	0.8697	0.9326	1.3006	0.5691	0.8255	0.6751	0.8316	0.5660	0.7881	0.6303	0.7964	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
107.0000	0.4700	0.3526	0.5087	0.8823	0.9393	0.3298	0.4595	0.8709	0.9332	1.2663	0.5690	0.8066	0.6898	0.8312	0.5710	0.7865	0.6319	0.7981	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
108.0000	0.4719	0.3548	0.5114	0.8811	0.9387	0.3287	0.4584	0.8715	0.9336	1.2623	0.5619	0.8142	0.6839	0.8296	0.5613	0.7754	0.6422	0.8014	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
109.0000	0.4624	0.3528	0.5033	0.8848	0.9406	0.3271	0.4570	0.8723	0.9340	1.2562	0.5695	0.8095	0.6876	0.8304	0.5610	0.7770	0.6406	0.8005	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
110.0000	0.4616	0.3475	0.5028	0.8850	0.9408	0.3264	0.4567	0.8725	0.9341	1.2574	0.5593	0.8036	0.6921	0.8340	0.5675	0.7837	0.6344	0.7982	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
111.0000	0.4673	0.3544	0.5086	0.8824	0.9394	0.3286	0.4569	0.8724	0.9340	1.2629	0.5590	0.8052	0.6909	0.8342	0.5630	0.7856	0.6327	0.7980	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
112.0000	0.4520	0.3467	0.4969	0.8877	0.9422	0.3247	0.4528	0.8746	0.9352	1.2649	0.5625	0.8120	0.6856	0.8308	0.5608	0.7794	0.6384	0.8007	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
113.0000	0.4510	0.3419	0.4944	0.8889	0.9428	0.3244	0.4545	0.8737	0.9347	1.2896	0.5629	0.8179	0.6810	0.8288	0.5736	0.7889	0.6295	0.7966	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
114.0000	0.4511	0.3437	0.4952	0.8885	0.9426	0.3241	0.4539	0.8741	0.9349	1.2627	0.5614	0.8072	0.6894	0.8312	0.5671	0.7824	0.6357	0.7974	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
115.0000	0.4532	0.3453	0.4979	0.8873	0.9419	0.3239	0.4532	0.8744	0.9351	1.2659	0.5559	0.8065	0.6899	0.8338	0.5681	0.7849	0.6333	0.7984	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
116.0000	0.4349	0.3361	0.4874	0.8920	0.9445	0.3182	0.4444	0.8793	0.9377	1.2418	0.5564	0.8038	0.6920	0.8338	0.5557	0.7736	0.6438	0.8035	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
117.0000	0.4463	0.3408	0.4920	0.8899	0.9434	0.3236	0.4518	0.8752	0.9355	1.2762	0.5597	0.8118	0.6858	0.8303	0.5714	0.7871	0.6313	0.7976	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
118.0000	0.4413	0.3364	0.4874	0.8920	0.9445	0.3223	0.4508	0.8758	0.9358	1.2540	0.5609	0.8026	0.6929	0.8326	0.5627	0.7822	0.6358	0.8006	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
119.0000	0.4399	0.3379	0.4877	0.8919	0.9444	0.3213	0.4496	0.8764	0.9362	1.2672	0.5577	0.8136	0.6844	0.8324	0.5625	0.7796	0.6383	0.7991	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
120.0000	0.4343	0.3373	0.4871	0.8921	0.9445	0.3162	0.4440	0.8795	0.9378	1.2943	0.5630	0.8200	0.6794	0.8269	0.5684	0.7900	0.6285	0.7963	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
121.0000	0.4262	0.3319	0.4813	0.8947	0.9459	0.3134	0.4410	0.8811	0.9387	1.2677	0.5553	0.8104	0.6868	0.8299	0.5608	0.7823	0.6357	0.8026	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
122.0000	0.4310	0.3359	0.4830	0.8939	0.9455	0.3173	0.4445	0.8792	0.9377	1.2531	0.5520	0.7997	0.6951	0.8343	0.5629	0.7843	0.6339	0.8005	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
123.0000	0.4317	0.3354	0.4855	0.8928	0.9449	0.3163	0.4426	0.8802	0.9382	1.2791	0.5554	0.8128	0.6850	0.8338	0.5748	0.7877	0.6307	0.7989	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
124.0000	0.4282	0.3322	0.4774	0.8964	0.9468	0.3204	0.4471	0.8778	0.9369	1.2639	0.5670	0.8088	0.6881	0.8327	0.5643	0.7821	0.6359	0.7988	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
125.0000	0.4243	0.3322	0.4785	0.8959	0.9465	0.3146	0.4419	0.8806	0.9384	1.2637	0.5515	0.8052	0.6909	0.8359	0.5661	0.7861	0.6322	0.7967	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
126.0000	0.4213	0.3309	0.4775	0.8963	0.9467	0.3132	0.4394	0.8820	0.9391	1.2656	0.5524	0.8036	0.6921	0.8342	0.5687	0.7885	0.6299	0.7951	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
127.0000	0.4172	0.3264	0.4734	0.8981	0.9477	0.3113	0.4392	0.8821	0.9392	1.2760	0.5615	0.8122	0.6855	0.8307	0.5684	0.7859	0.6324	0.7990	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
128.0000	0.4178	0.3304	0.4740	0.8978	0.9475	0.3124	0.4393	0.8820	0.9392	1.2517	0.5616	0.8136	0.6844	0.8385	0.5566	0.7695	0.6476	0.8049	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
129.0000	0.4208	0.3301	0.4791	0.8956	0.9464	0.3126	0.4375	0.8830	0.9397	1.2447	0.5550	0.8014	0.6938	0.8357	0.5604	0.7780	0.6397	0.7999	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
130.0000	0.4117	0.3264	0.4690	0.9000	0.9487	0.3108	0.4380	0.8827	0.9395	1.2368	0.5483	0.7979	0.6964	0.8356	0.5577	0.7756	0.6419	0.8028	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
131.0000	0.4097	0.3265	0.4717	0.8988	0.9481	0.3077	0.4326	0.8856	0.9411	1.2479	0.5553	0.8072	0.6894	0.8372	0.5619	0.7730	0.6443	0.8032	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
132.0000	0.4067	0.3247	0.4682	0.9003	0.9489	0.3096	0.4329	0.8854	0.9410	1.2488	0.5526	0.8084	0.6884	0.8338	0.5579	0.7730	0.6443	0.8031	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
133.0000	0.4113	0.3232	0.4689	0.9000	0.9487	0.3097	0.4374	0.8830	0.9397	1.2496	0.5538	0.8029	0.6926	0.8341	0.5604	0.7789	0.6389	0.8004	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
134.0000	0.4017	0.3205	0.4628	0.9026	0.9501	0.3081	0.4331	0.8853	0.9409	1.2484	0.5496	0.8018	0.6934	0.8355	0.5666	0.7798	0.6381	0.8003	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
135.0000	0.3982	0.3188	0.4584	0.9045	0.9510	0.3071	0.4338	0.8850	0.9407	1.2334	0.5438	0.7942	0.6992	0.8382	0.5578	0.7774	0.6403	0.8018	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
136.0000	0.3981	0.3199	0.4637	0.9023	0.9499	0.3023	0.4276	0.8882	0.9425	1.2445	0.5473	0.7986	0.6959	0.8398	0.5599	0.7802	0.6377	0.7991	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
137.0000	0.3973	0.3179	0.4610	0.9034	0.9505	0.3049	0.4300	0.8869	0.9418	1.2571	0.5488	0.8047	0.6913	0.8338	0.5611	0.7824	0.6357	0.7978	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
138.0000	0.3964	0.3188	0.4610	0.9034	0.9505	0.3029	0.4286	0.8877	0.9422	1.2338	0.5454	0.7988	0.6958	0.8367	0.5581	0.7734	0.6440	0.8026	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
139.0000	0.3925	0.3185	0.4605	0.9036	0.9506	0.3010	0.4245	0.8898	0.9433	1.2793	0.5617	0.8127	0.6851	0.8298	0.5680	0.7882	0.6302	0.7964	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
140.0000	0.3919	0.3173	0.4591	0.9042	0.9509	0.3019	0.4252	0.8895	0.9431	1.2439	0.5526	0.7966	0.6974	0.8367	0.5669	0.7817	0.6362	0.7987	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
141.0000	0.3962	0.3151	0.4616	0.9031	0.9503	0.3036	0.4277	0.8882	0.9424	1.2413	0.5521	0.7981	0.6963	0.8373	0.5603	0.7784	0.6394	0.8005	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
142.0000	0.3848	0.3117	0.4534	0.9065	0.9521	0.2995	0.4233	0.8905	0.9436	1.2144	0.5405	0.7879	0.7040	0.8410	0.5565	0.7722	0.6451	0.8037	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
143.0000	0.3953	0.3165	0.4598	0.9039	0.9507	0.3037	0.4289	0.8876	0.9421	1.2372	0.5478	0.7979	0.6964	0.8357	0.5574	0.7764	0.6412	0.8012	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
144.0000	0.3807	0.3107	0.4531	0.9066	0.9522	0.2974	0.4187	0.8928	0.9449	1.2365	0.5443	0.7992	0.6954	0.8370	0.5529	0.7746	0.6429	0.8023	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
145.0000	0.3821	0.3126	0.4541	0.9062	0.9520	0.2977	0.4194	0.8925	0.9447	1.2442	0.5419	0.8000	0.6948	0.8373	0.5611	0.7795	0.6383	0.8010	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
146.0000	0.3815	0.3091	0.4495	0.9081	0.9530	0.3012	0.4238	0.8902	0.9435	1.2379	0.5430	0.7940	0.6994	0.8389	0.5611	0.7809	0.6370	0.7998	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
147.0000	0.3794	0.3107	0.4520	0.9071	0.9524	0.2968	0.4185	0.8929	0.9449	1.2485	0.5446	0.8020	0.6933	0.8351	0.5633	0.7801	0.6378	0.8008	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
148.0000	0.3825	0.3091	0.4480	0.9088	0.9533	0.3010	0.4264	0.8889	0.9428	1.2619	0.5563	0.8057	0.6905	0.8338	0.5662	0.7842	0.6339	0.7977	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
149.0000	0.3751	0.3104	0.4496	0.9081	0.9529	0.2957	0.4161	0.8941	0.9456	1.2417	0.5457	0.7969	0.6972	0.8363	0.5637	0.7790	0.6388	0.7996	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
150.0000	0.3727	0.3053	0.4439	0.9104	0.9542	0.2945	0.4194	0.8925	0.9447	1.2439	0.5459	0.8022	0.6932	0.8346	0.5649	0.7762	0.6414	0.8035	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
151.0000	0.3760	0.3075	0.4467	0.9093	0.9536	0.2961	0.4197	0.8923	0.9446	1.2249	0.5402	0.7902	0.7023	0.8404	0.5553	0.7754	0.6421	0.8017	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
152.0000	0.3720	0.3049	0.4434	0.9106	0.9543	0.2945	0.4183	0.8930	0.9450	1.2235	0.5406	0.7890	0.7032	0.8421	0.5589	0.7765	0.6411	0.8011	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
153.0000	0.3683	0.3033	0.4414	0.9114	0.9547	0.2941	0.4165	0.8939	0.9455	1.2295	0.5456	0.7940	0.6994	0.8371	0.5549	0.7753	0.6422	0.8018	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
154.0000	0.3630	0.3017	0.4396	0.9121	0.9550	0.2908	0.4117	0.8964	0.9468	1.2197	0.5364	0.7887	0.7034	0.8416	0.5580	0.7748	0.6427	0.8030	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
155.0000	0.3676	0.3059	0.4443	0.9102	0.9541	0.2906	0.4127	0.8959	0.9465	1.2594	0.5524	0.8087	0.6882	0.8360	0.5652	0.7797	0.6381	0.8008	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
156.0000	0.3681	0.3049	0.4445	0.9102	0.9540	0.2921	0.4132	0.8956	0.9464	1.2500	0.5553	0.8003	0.6946	0.8349	0.5629	0.7819	0.6361	0.7999	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
157.0000	0.3629	0.3001	0.4394	0.9122	0.9551	0.2901	0.4122	0.8961	0.9466	1.2457	0.5497	0.7970	0.6971	0.8368	0.5608	0.7828	0.6353	0.7984	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
158.0000	0.3610	0.2997	0.4374	0.9130	0.9555	0.2894	0.4120	0.8962	0.9467	1.2695	0.5474	0.8097	0.6874	0.8380	0.5606	0.7843	0.6338	0.7964	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
159.0000	0.3617	0.3005	0.4392	0.9123	0.9551	0.2892	0.4111	0.8967	0.9469	1.2449	0.5446	0.7967	0.6973	0.8364	0.5584	0.7829	0.6352	0.7987	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
160.0000	0.3567	0.2990	0.4363	0.9135	0.9558	0.2884	0.4080	0.8982	0.9477	1.2475	0.5380	0.7970	0.6971	0.8380	0.5629	0.7834	0.6347	0.7971	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
161.0000	0.3507	0.2939	0.4266	0.9173	0.9577	0.2895	0.4104	0.8970	0.9471	1.2517	0.5519	0.7994	0.6953	0.8358	0.5588	0.7847	0.6335	0.7974	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
162.0000	0.3550	0.2991	0.4323	0.9150	0.9566	0.2882	0.4102	0.8971	0.9472	1.2882	0.5540	0.8185	0.6806	0.8311	0.5676	0.7878	0.6306	0.7947	0.5706	0.8406	0.6767	0.8246	0.5524	0.7724	0.6572	0.8109
Test MAE (Kcat): 0.5706
Test RMSE (Kcat): 0.8406
Test R2 (Kcat): 0.6767
Test PCC (Kcat): 0.8246
Test MAE (Km): 0.5524
Test RMSE (Km): 0.7724
Test R2 (Km): 0.6572
Test PCC (Km): 0.8109
